Frequency,RinV
500.0,0.023630805399999996
510.0,0.023710455659999997
520.0,0.023273134900000006
530.0,0.023199893100000018
540.0,0.022183354600000003
550.0,0.028382421999999997
560.0,0.025156097
570.0,0.02531021299999999
580.0,0.0256285181
590.0,0.0210444304
600.0,0.01947459591000001
610.0,0.022578869999999997
620.0,0.02098065010000001
630.0,0.023168477899999988
640.0,0.023047608699999986
650.0,0.024259461
660.0,0.0194672619
670.0,0.016678259100000002
680.0,0.013284989899999995
690.0,0.010666870500000002
700.0,0.011227791090000001
710.0,0.010163938879999999
720.0,0.010304625369999995
730.0,0.00959844375
740.0,0.00837804061
750.0,0.0093973334
760.0,0.008076521599999999
770.0,0.009805961999999996
780.0,0.0092307011
790.0,0.0073312750200000025
800.0,0.007763099990000001
810.0,0.010057113099999997
820.0,0.008547406900000004
830.0,0.008519946499999998
840.0,0.012106394
850.0,0.012399051400000007
860.0,0.0133460257
870.0,0.013599932199999998
880.0,0.0132944417
890.0,0.01385353050000001
900.0,0.013754344199999997
910.0,0.01289161061
920.0,0.01308051154999999
930.0,0.014700397899999997
940.0,0.0160981134
950.0,0.017467745099999998
960.0,0.016649261199999994
970.0,0.0144529001
980.0,0.011948607699999995
990.0,0.009523361699999998
1000.0,0.007764631400000002
1010.0,0.005836826390000001
1020.0,0.004735133319999998
1030.0,0.0043329093800000005
1040.0,0.004106774239999998
1050.0,0.004331690330000002
1060.0,0.00415743159
1070.0,0.004960660300000001
1080.0,0.0046603642
1090.0,0.005112026299999999
1100.0,0.0058145450999999996
1110.0,0.0053741755
1120.0,0.006623876699999996
1130.0,0.006633644099999998
1140.0,0.007781416699999998
1150.0,0.008612722899999998
1160.0,0.008594715999999999
1170.0,0.0071908965
1180.0,0.006416662069999999
1190.0,0.00547732527
1200.0,0.004682947122000002
1210.0,0.00424623924
1220.0,0.005332672499999999
1230.0,0.005542937600000001
1240.0,0.006041599000000003
1250.0,0.005240811500000001
1260.0,0.006840552999999998
1270.0,0.006014132779999997
1280.0,0.0059555384
1290.0,0.005997347900000001
1300.0,0.003652365110000002
1310.0,0.0060541129300000045
1320.0,0.0048990143200000015
1330.0,0.005388824310000002
1340.0,0.0058224818
1350.0,0.0060858499999999986
1360.0,0.005358915799999996
1370.0,0.006810646400000001
1380.0,0.005762360399999997
1390.0,0.0050616729299999995
1400.0,0.0041095209
1410.0,0.004957608529999999
1420.0,0.004539820000000002
1430.0,0.006426123099999995
1440.0,0.007539105299999999
1450.0,0.007709087999999999
1460.0,0.0071585495
1470.0,0.0085937954
1480.0,0.0107172256
1490.0,0.009008837119999996
1500.0,0.010352843000000006
1510.0,0.011329406699999997
1520.0,0.01367347651
